PID,Title,Info.type,Source.in.paper,Task.variable.decoded,Accuracy.50,Accuracy.other,Num_classes,Significance,Roi.Search,Pattern.type,Classifier.type,Classifier.Fitted,Scanner,Resolution,Smoothing,Coregistration,Movement.Correction,Pattern.normalization.type,Num_subs,Talairach.Coordinates,MNI.Coordinates,Coordinate.Space,ROI.Atlas,BA,AAL,Desikan,OxHarvard,Destrieux,Unkown Atlas,Method.of.Assigning.Region,Region.name,Region.AAL.1
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.54,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified complex Rule during simple Rule task,0.55,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,within-category Rule,0.54,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category Rules,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified complex Rule during complex Rule task,0.6,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during simple Rule task,0.61,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category,0.61,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,figure 6,between-category,0.62,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.64,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.65,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.66,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-37,32,30;38,28,26","-37,31,34;38,27,30",Talairach,,,,,,,,coordinate transfer,DLPFC,Frontal_Mid_L;Frontal_Mid_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during complex Rule task,0.68,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 3,classified simple Rule during simple Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.71,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-48,-7,38;50,1,31","-48,-9,41;51,-1,34",Talairach,,,,,,,,coordinate transfer,PMv,Postcentral_L;Precentral_R
18,Flexible Coding for Categorical Decisions in the Human Brain,Rule,Figure 5,classified other simple Rule during complex Rule task,0.74,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,2.5mmx2.5mmx3mm,unsmooth,coregistered,Movement Correction,Normalized Temporally,6,"-36,-11,53","-36,-14,57",Talairach,,,,,,,,coordinate transfer,PMd,Precentral_L
12,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4,task auditory/vocal or visualmanual,0.56,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,Precentral_L
12,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4,task auditory/vocal or visualmanual,0.58,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,Precentral_L
12,Training Improves Multitasking Performance by Increasing the Speed of Information Processing in Human Prefrontal Cortex,Rule,Figure 4 and text,task auditory/vocal or visualmanual,0.622,,2,1,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,1.8mmx1.8mmx3.5mm,unsmooth,coregistered,Movement Correction,Normalized Spatially,7,"-43,8,29","-43,7,32",Talairach,,,,,,,,coordinate transfer,IFJ L,Precentral_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.45,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"48,24,45",MNI,,,,,,,,coordinate transfer,RMFG right middle frontal gyrus,Frontal_Mid_R
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.47,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"3,42,15",MNI,,,,,,,,coordinate transfer,MPFCa anterior medial prefrontal cortex,Cingulum_Ant_R
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.49,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-39,9,9",MNI,,,,,,,,coordinate transfer,LFO left frontal operculum,Insula_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.52,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-2,36,12",MNI,,,,,,,,coordinate transfer,LIFS left inferior frontal sulcus,Cingulum_Ant_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.52,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-36,54,12",MNI,,,,,,,,coordinate transfer,LLFPC left lateral frontopolar cortex,Frontal_Mid_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.53,,2,0,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"11,32,38",MNI,,,,,,,,coordinate transfer,MPFCp posterior medial prefrontal cortex,Frontal_Sup_Medial_R
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.62,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-36,54,12",MNI,,,,,,,,coordinate transfer,LLFPC left lateral frontopolar cortex,Frontal_Mid_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.65,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-2,36,12",MNI,,,,,,,,coordinate transfer,LIFS left inferior frontal sulcus,Cingulum_Ant_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.65,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"48,24,45",MNI,,,,,,,,coordinate transfer,RMFG right middle frontal gyrus,Frontal_Mid_R
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.66,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"-39,9,9",MNI,,,,,,,,coordinate transfer,LFO left frontal operculum,Insula_L
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,Intention to perform addition or subtraction,0.71,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"3,42,15",MNI,,,,,,,,coordinate transfer,MPFCa anterior medial prefrontal cortex,Cingulum_Ant_R
9,Reading Hidden Intentions in the Human Brain,Rule,Figure 2,performing either addition or subtraction,0.72,,2,1,Searchlight Peak,Multi-Trial Multi-Time Point,svm-lin,0,3T,3mmx3mmx1.5mm,unsmooth,coregistered,Movement Correction,None,8,,"11,32,38",MNI,,,,,,,,coordinate transfer,MPFCp posterior medial prefrontal cortex,Frontal_Sup_Medial_R
8,The Relationship between Working Memory Storage and Elevated Activity as Measured with Functional Magnetic ResoNAce Imaging,Rule,Figure 4,Cue identity direction or speed (task deconding)(sample),0.55,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,3.5mmx3.5mmx3.5mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,7,,,,unkown,,,,,,Frontal,name similarity,"Frontal ROI: The frontal region included the entire precentral sulcus PCS and the posterior portion of the inferior frontal sulcus IFS. For finer- grained analyses, this was subdivided into three frontal ROIs that showed robust delay-period activity: 1 the superior rostral bank of the PCS bounded superiorly by the intersection of the superior frontal sulcus SFS; 2 a more inferior portion of the rostral bank of the PCS bounded ventrally by the intersection with the IFS; and 3 the caudal third of the IFS", Frontal_Mid_R;Frontal_Mid_L
8,The Relationship between Working Memory Storage and Elevated Activity as Measured with Functional Magnetic ResoNAce Imaging,Rule,Figure 4,Cue identity direction or speed (task deconding)(delay),0.59,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,3.5mmx3.5mmx3.5mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,7,,,,unkown,,,,,,Frontal,name similarity,"Frontal ROI: The frontal region included the entire precentral sulcus PCS and the posterior portion of the inferior frontal sulcus IFS. For finer- grained analyses, this was subdivided into three frontal ROIs that showed robust delay-period activity: 1 the superior rostral bank of the PCS bounded superiorly by the intersection of the superior frontal sulcus SFS; 2 a more inferior portion of the rostral bank of the PCS bounded ventrally by the intersection with the IFS; and 3 the caudal third of the IFS", Frontal_Mid_R;Frontal_Mid_L
8,The Relationship between Working Memory Storage and Elevated Activity as Measured with Functional Magnetic ResoNAce Imaging,Rule,Figure 4,Cue identity direction or speed (task deconding)(probe),0.6,,2,1,ROI,Single Trial Single-Time Point,LogReg,1,3T,3.5mmx3.5mmx3.5mm,unsmooth,Native Space,Movement Correction,Normalized Temporally,7,,,,unkown,,,,,,Frontal,name similarity,"Frontal ROI: The frontal region included the entire precentral sulcus PCS and the posterior portion of the inferior frontal sulcus IFS. For finer- grained analyses, this was subdivided into three frontal ROIs that showed robust delay-period activity: 1 the superior rostral bank of the PCS bounded superiorly by the intersection of the superior frontal sulcus SFS; 2 a more inferior portion of the rostral bank of the PCS bounded ventrally by the intersection with the IFS; and 3 the caudal third of the IFS", Frontal_Mid_R;Frontal_Mid_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. LOUD,0.438,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. LOUD,0.461,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SWEET,0.471,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SWEET,0.472,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R INDEX,0.486,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Just One vs Second,0.5,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. L MID,0.501,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R INDEX,0.504,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L MID vs. R MID,0.504,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. L MID,0.509,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SOFT,0.51,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. R MID,0.514,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule GREEN vs. SWEET,0.516,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L MID vs. R MID,0.516,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs.Just one,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC, Frontal_Mid_R; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Oper_R; Frontal_Inf_Tri_R;Frontal_Mid_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Second vs Not Second,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,Left LPFC, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response R INDEX vs. R MID,0.52,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule LOUD vs. SWEET,0.521,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 4,Decision Rule Same vs Second,0.53,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,Bi-lateral LPFC,,,,atlas comparison,Bi-lateral LPFC, Frontal_Mid_R; Frontal_Inf_Tri_L; Frontal_Inf_Oper_L; Frontal_Inf_Oper_R; Frontal_Inf_Tri_R;Frontal_Mid_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 3,Semantic Rule SOFT vs. SWEET,0.531,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract Rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. R MID,0.537,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC L,,,,atlas comparison,LPFC L, Frontal_Inf_Oper_L;Frontal_Mid_L; Frontal_Inf_Tri_L
7,Rapid transfer of abstract rules to novel contexts in human lateral prefrontal cortex.,Rule,Table 2,Response L INDEX vs. L MID,0.539,,2,0,ROI,Single Trial Multi-Time Point,svm-lin,0,3T,3.2mmx3.2mmx3.2mm,unsmooth,Native Space,Movement Correction,Normalized Spatially,14,,,,Desikan,,,LPFC R,,,,atlas comparison,LPFC R, Frontal_Inf_Tri_R;Frontal_Mid_R; Frontal_Inf_Oper_R
